index,text,modified_text,intervention_status,intervention_type,gold_label,pred_label
542,"What, you can do it in the parking lot of a Taco Bell, but you    can't do it at a doctor's office?","What, you can do it in the parking lot of a Taco Bell, but you can't do it at a doctor's clinic?",success,weak,anger,surprise
543,"It was a ""Wendy's!!    ""","It was a ""restaurant!!    """,success,weak,anger,joy
544,"...and then Zana, just let one rip!!","...and then Zana, just let one fart!!",success,weak,surprise,anger
546,"Like you, I don’t even know where you work?","Like you, I don’t even know where you live?",success,weak,surprise,surprise
551,"So, you stole my joke, and you stole my money.","So, you stole my story, and you stole my money.",success,weak,anger,anger
552,"Well, I was going to stick it in the ATM, but now I think I’ll show the sexy teller that I am a published writer.","Well, I was going to stick it in the ATM, but now I think I’ll tell the sexy teller that I am a published writer.",success,weak,neutral,neutral
553,"Well, she is going to know that you stole the joke.","Well, she is going to know that you borrowed the joke.",success,weak,anger,anger
554,"Oh, what are you going to do, follow me down there?","Oh, what are you going to do, join me down there?",success,weak,anger,surprise
559,"Ah, Gunther, I can’t pay for this right now because I’m not working, so I’ve had to cut down on some luxuries like uh, payin’ for stuff.","Ah, Gunther, I can’t pay for this right now because I’m not working, so I’ve had to cut back on some luxuries like uh, payin’ for stuff.",success,weak,neutral,neutral
567,Maybe I could be a waiter. Could I use the phone?,Maybe I could be a server. Could I use the phone?,success,weak,neutral,neutral
570,"Okay uh, for now, temporarily, you can call me, Clint.","Okay uh, for now, temporarily, you can call me, Chris.",success,weak,neutral,neutral
575,"See you later, Gene.","See you soon, Gene.",success,weak,neutral,neutral
579,Welcome to Las Vegas.,Welcome to City Vegas.,success,weak,neutral,neutral
580,Thank you!  Enjoy your flight?,Appreciate you! Enjoy your flight?,success,weak,joy,joy
581,"Yes, I did. Thank you very much, it was excellent.","Yes, I did. Thank you very much, it was good.",success,weak,joy,joy
582,Hope you had a nice flight.,Wish you had a nice flight.,success,weak,neutral,neutral
585,"Umm, do health inspectors work on commission?","Umm, do health inspectors engage on commission?",success,weak,neutral,neutral
589,"Rach, I told you everything I knew last night!","Rach, I told you everything I knew last evening!",success,weak,anger,anger
590,"Look, it's not that big of a deal, so Monica and Chandler are doing it.","Look, it's quite that big of a deal, so Monica and Chandler are doing it.",success,weak,neutral,neutral
591,I can't believe you would say that!,I can't suspect you would say that!,success,weak,sadness,surprise
595,Is he romantic with her?,Is he close with her?,success,weak,joy,neutral
602,They did it right there on the couch.,They did it right there on the sofa.,success,weak,neutral,neutral
603,"Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in.","Excuse me, look, we've been here for over an hour, and a number of people less sick than my friend have gone in.",success,weak,anger,neutral
605,Who's he sleeping with?,Who's he seeing with?,success,weak,neutral,surprise
606,"Oh, c'mon Dora, don't be mad...","Oh, c'mon Dora, don't be upset...",success,weak,neutral,neutral
607,"I know we both said some things we didn't mean, but that doesn't mean we still don't love each other.","I know we both said some comments we didn't mean, but that doesn't mean we still don't love each other.",success,weak,neutral,sadness
608,"Y'know, I feel like I've lost her..  Ba-!","Y'know, I feel like I've missed her.. Ba-!",success,weak,joy,sadness
609,"So you see, Molly, what people don't understand is that acting    is a discipline. It takes a lot of hard work.","So you see, Molly, what others don't understand is that acting is a discipline. It takes a lot of hard work.",success,weak,neutral,neutral
611,"Oh, I didn't go to college.","Oh, I didn't go to school.",success,weak,neutral,sadness
613,Molly ... people don't study acting ...,Molly ... people don't learn acting ...,success,weak,neutral,neutral
614,"Molly, ah, do you mind giving us just a minute?","Molly, ah, do you allow giving us just a minute?",success,weak,neutral,neutral
617,Will the stable boy never get the princess??,Will the stable boy rarely get the princess??,success,weak,sadness,sadness
619,No ... the leather sticks to my ass.,No ... the leather clings to my ass.,success,weak,disgust,disgust
620,"You know, this isn't fair.","You know, this isn't just.",success,weak,anger,sadness
621,What makes you think that I'm just gonna sleep with her and then blow her off?,What makes you feel that I'm just gonna sleep with her and then blow her off?,success,weak,anger,anger
624,"Look, the truth is, I haven't felt this    way about anyone since Rachel, ok?","Look, the truth is, I haven't felt this way about someone since Rachel, ok?",success,weak,sadness,neutral
625,I didn't think I could ever love again.,I didn't think I could ever love still.,success,weak,sadness,sadness
627,"Hi, is Molly here?","Hi, is someone here?",success,weak,neutral,neutral
628,"Yeah, come on in. Molly?","Yeah, step on in. Molly?",success,weak,neutral,neutral
630,"Ok ...  Well, uh, Joey, I guess    we have no problem.","Ok ...  Well, uh, Joey, I guess we have no issue.",success,weak,neutral,neutral
631,"It's like my favorite fairy tale come true!  The princess, the stable boy and the lesbian!","It's like my favorite fairy tale come real! The princess, the stable boy and the lesbian!",success,weak,joy,joy
632,"And what’s cool is, the character is from Naples, right?","And what’s cool is, the character is from Italy, right?",success,weak,joy,neutral
634,My whole family’s from Naples!,My whole family’s from Italy!,success,weak,joy,surprise
635,"Oh that’s great! Okay, well I’ve heard everything I need to hear. I just need to uh, Leslie","Oh that’s good! Okay, well I’ve heard everything I need to hear. I just need to uh, Leslie",success,weak,surprise,joy
636,"Joey, this is the awkward part.","Joey, this is the awkward moment.",success,weak,joy,neutral
641,You need to y’know make sure I don’t have any horrible scars or tattoos.,You need to y’know make sure I don’t have some horrible scars or tattoos.,success,weak,neutral,neutral
642,Don’t you worry. I have nothing to hide.,Don’t you fret. I have nothing to hide.,success,weak,neutral,neutral
644,One hundred percent natural!,One hundred percent organic!,success,weak,joy,joy
645,"I tell ya, that has never happened before.","I tell ya, that has never happened recently.",success,weak,fear,surprise
651,"Since I have been waiting four women, that’s four, one higher than the number of centimeters that I am dilated, have come and gone with their babies!","Since I have been waiting four women, that’s four, one higher than the number of centimeters that I am dilated, have come and gone with their bundles!",success,weak,anger,anger
656,"Not this hospital, I’m going to sue you!","Not this hospital, I’m going to report you!",success,weak,anger,anger
659,Go get back on that case honey!,Go get back on that case dear!,success,weak,anger,anger
664,They don’t look any bigger than me!,They don’t look any taller than me!,success,weak,neutral,surprise
665,"Well, maybe that’s because you’re closer to you. So you look bigger to you from where you are.","Well, maybe that’s because you’re nearer to you. So you look bigger to you from where you are.",success,weak,anger,neutral
670,Whoa!  I kinda liked it.,Hmm! I kinda liked it.,success,weak,joy,surprise
675,"No, Pheebs, listen, if you decide to do this, we’ll be supportive like crazy.","No, Pheebs, note, if you decide to do this, we’ll be supportive like crazy.",success,weak,neutral,neutral
676,We just want you to think it through.,We just want you to consider it through.,success,weak,neutral,neutral
678,My mom never gave birth. Oh! But my birth mom did.,My mom hardly gave birth. Oh! But my birth mom did.,success,weak,neutral,anger
679,"Umm, thank you for meeting with me.","Umm, thank you for talking with me.",success,weak,neutral,neutral
684,"Umm, all righty, before we get started I just—I need you to state for the official record that you are in fact Frank Buffay.","Umm, all righty, before we get started I just—I ask you to state for the official record that you are in fact Frank Buffay.",success,weak,neutral,neutral
692,He doesn't speak much English.,He doesn't speak some English.,success,weak,neutral,neutral
694,"So, um... where did Paolo come from?","So, um... where did someone come from?",success,weak,neutral,neutral
695,"Oh... Italy, I think.","Oh... Italy, I guess.",success,weak,neutral,neutral
696,"No, I mean tonight, in the building. Suddenly. Into our lives.","No, I mean tonight, in the building. Suddenly. Into our routine.",success,weak,neutral,joy
698,"That, that is funny... .... and Rachel keeps touching him.","That, that is amusing... .... and Rachel keeps touching him.",success,weak,neutral,joy
699,Alright. I looked all over the building and I couldn't find the kitty anywhere.,Okay. I looked all over the building and I couldn't find the kitty anywhere.,success,weak,neutral,neutral
700,"Oh, I found him. He was Paolo's cat.","Oh, I noticed him. He was Paolo's cat.",success,weak,neutral,neutral
704,"Okay, where in the hell did you get that?!","Okay, where in the world did you get that?!",success,weak,surprise,surprise
705,"When Mom and Dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.","When Mom and Dad took you to the hospital to get your nose fixed, I swam into the lake and fished it out.",success,weak,neutral,neutral
706,That cup is mine!,That cup is ours!,success,weak,anger,anger
708,"All right, so are we not having dinner at all?","All right, so are we not having snack at all?",success,weak,sadness,neutral
710,Because I don't work at the Szechwan Dragon.,Because I don't work at the Szechwan Cafe.,success,weak,neutral,neutral
718,"Rach, look!  Oh, hi! Where is my strong Ross Skywalker to come rescue me.  There he is.","Rach, look! Oh, hi! Where is my strong Ross Skywalker to find rescue me. There he is.",success,weak,joy,surprise
722,I told you not to go down there!,I mentioned you not to go down there!,success,weak,anger,anger
723,Well he made Rachel cry!,Well he made Rachel upset!,success,weak,disgust,anger
726,"Now Joey, you go down there and you suck up to him. I mean you suck like you’ve never sucked before!","Now Joey, you go down there and you suck up to him. I mean you suck like you’ve never sucked recently!",success,weak,neutral,joy
727,"All right! I’ll try! But if I can’t, you can stay with Chandler and I until you get settled.","All right! I’ll attempt! But if I can’t, you can stay with Chandler and I until you get settled.",success,weak,neutral,joy
731,"So, he’s just a nice guy. You really think this Mark doesn’t want anything in exchange for helping him?","So, he’s just a nice guy. You really think this Mark doesn’t want anything in exchange for helping that?",success,weak,joy,surprise
732,"Well, I assume I’ll have to take showers with him, but y'know, that’s true of any job.","Well, I expect I’ll have to take showers with him, but y'know, that’s true of any job.",success,weak,neutral,neutral
734,"Well, my apartment isn’t there anymore, because I drank it.","Well, my apartment isn’t there here, because I drank it.",success,weak,neutral,sadness
735,Where’d you get too? We lost you after you opened up all the presents.,Where’d you get too? We missed you after you opened up all the presents.,success,weak,neutral,sadness
737,"Yeah, I ended up in the storage room, and not alone.","Yeah, I ended up in the storage room, and just alone.",success,weak,neutral,neutral
743,I can’t remember which sister.,I can’t recall which sister.,success,weak,sadness,neutral
745,What’s wrong with you?,What’s up with you?,success,weak,anger,anger
747,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.","Well, I-I got this blinding ache in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",success,weak,sadness,sadness
748,"But um, I don’t think it’s anything serious.","But um, I don’t guess it’s anything serious.",success,weak,neutral,neutral
749,This sounds like a hernia. You have to—you-you—Go to the doctor!,This sounds like a strain. You have to—you-you—Go to the doctor!,success,weak,surprise,surprise
755,It’s got all of these layers.,It’s got all of these components.,success,weak,neutral,neutral
756,"First there’s a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.","First there’s a layering of ladyfingers, then a layering of jam, then custard, which I made from scratch.",success,weak,neutral,neutral
757,"[Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef sautéed with peas and onions, [Joey and Ross look like something’s wrong.]","[Joey and Ross show impressed faces] Then raspberries, more ladyfingers, then beef sautéed with peas and onions, [Joey and Ross look like something’s wrong.]",success,weak,neutral,neutral
759,It tastes like feet!,It tastes like cardboard!,success,weak,disgust,surprise
762,Does anyone else think David Copperfield is cute?,Does anybody else think David Copperfield is cute?,success,weak,neutral,neutral
764,"Welcome everybody, welcome to Amazing Discoveries!","Welcome everybody, welcome to Amazing Topics!",success,weak,joy,joy
765,"Oh, oh! It's on again!","Oh, oh! It's on now!",success,weak,joy,surprise
768,"Folks, has this ever happened to you.","Folks, has this ever occurred to you.",success,weak,neutral,neutral
769,"You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.","You go to the refrigerator to get a nice glass of milk, and these darn cartons are so flingin'-flangin' tricky to open.",success,weak,neutral,disgust
770,"Oh, you said it Mike.  Aw! There's got to be a better way!","Oh, you said it Mike. Aw! There's got to be a better option!",success,weak,anger,joy
771,And there is Kevin.,And there is someone.,success,weak,neutral,neutral
774,There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,There is a revolutionary recent product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,success,weak,neutral,joy
777,"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.","Keep in mind, he's never tried this product before, you're gonna see how easy this is to do.",success,weak,neutral,neutral
779,This works with any milk carton.,This works with some milk carton.,success,weak,neutral,neutral
780,"Wow, it is easy.  Now, I can have milk everyday.","Wow, it is easy. Now, I can have milk often.",success,weak,surprise,joy
781,"Well, you might want to tell him it sounds like his wife is  gay.","Well, you might want to tell him it seems like his wife is gay.",success,weak,neutral,neutral
783,Good day for married people huh?,Nice day for married people huh?,success,weak,surprise,joy
784,I’m sorry your husband cheated on you.,I’m understand your husband cheated on you.,success,weak,sadness,sadness
786,Try telling my wife that.,Suggest telling my wife that.,success,weak,sadness,neutral
787,"Hey Ross, will you pass me that knife?","Hey Ross, will you hand me that knife?",success,weak,neutral,neutral
789,I'll sneak over as soon as Ross picks up Ben.,I'll go over as soon as Ross picks up Ben.,success,weak,neutral,neutral
790,I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.,I'll just tell Rachel I'm gonna be doing laundry for a couple of minutes.,success,weak,neutral,neutral
791,Laundry. Huh. Is that my new nickname?,Laundry. Well. Is that my new nickname?,success,weak,joy,surprise
792,"Awww, y'know what your nickname is, Mr. Big","Hmm, y'know what your nickname is, Mr. Big",success,weak,joy,joy
794,I can’t believe I’m going to lose this job!,I can’t believe I’m going to leave this job!,success,weak,sadness,sadness
795,Oh I’m so sorry man! Is there anything I can do?,Oh I’m so concerned man! Is there anything I can do?,success,weak,sadness,sadness
796,Yeah! Help me get this mini-fridge past the security guard.,Yeah! Help me get this mini-fridge past the checkpoint guard.,success,weak,neutral,neutral
801,"Hi, how are ya?","Hi, things are ya?",success,weak,neutral,neutral
802,"Joey, Joey, I-I-I’ll g-get you your job back if you help me out.","Joey, Joey, I-I-I’ll g-get you your task back if you help me out.",success,weak,neutral,anger
805,What do you need?,What do you want?,success,weak,neutral,neutral
808,And I too am just a love machine.,And I too am just a like machine.,success,weak,neutral,joy
810,"Oh, I thought this was your party and it turns out it’s a party for Howard. He's just the sweetest little man!","Oh, I thought this was your party and it turns out it’s a party for Howard. He's just the nicest little man!",success,weak,surprise,joy
813,"Yeah, uh-huh, a 100 dollars.","Yeah, uh-huh, a 100 bucks.",success,weak,neutral,neutral
814,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,Phoebe! I can't understand you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,success,weak,surprise,surprise
818,That's always fun to be.,That's always pleasant to be.,success,weak,joy,joy
819,"Yeah, but you're making me look bad!","Yeah, but you're making me look silly!",success,weak,anger,anger
822,If anything I'm making you look better!,If anything I'm making you look nice!,success,weak,joy,joy
823,They'll see you talking to me and that's--I'm a hit!,They'll see you talking to me and that's--I'm a success!,success,weak,joy,joy
828,Something to think about.,Something to consider about.,success,weak,neutral,neutral
829,"Yeah, okay, my bad.","Yeah, okay, my mistake.",success,weak,joy,sadness
830,Here. I need to borrow some moisturizer.,Here. I need to borrow some lotion.,success,weak,neutral,neutral
832,Whaddya think? Today's the big day!,Whaddya think? Today's the big event!,success,weak,joy,joy
835,Where's Joey? His mom's on the phone.,Where's Joey? His mom's on the line.,success,weak,neutral,neutral
837,"C'mon, we're roommates!  My eyes!! My eyes!!","Hey, we're roommates! My eyes!! My eyes!!",success,weak,disgust,anger
841,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.","Hey, listen, I wanna use a coupla things, Aurora spent the night, I really wanna make her breakfast.",success,weak,neutral,neutral
842,"Oh, you got the whole night, huh?","Oh, you got the whole night, right?",success,weak,surprise,surprise
843,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..","Yeah, well, I only have twenty moments until Ethan, so, y'know..",success,weak,neutral,neutral
844,"Ooh, do I sense a little bit of resentment?","Hmm, do I sense a little bit of resentment?",success,weak,surprise,sadness
845,"No, no resentment, believe me, it's worth it.","No, no resentment, consider me, it's worth it.",success,weak,neutral,neutral
847,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,Y'know in a relationship you have these important moments that you know you'll remember for the rest of your life?,success,weak,neutral,neutral
852,"Hey Joey! Aww, you remembered even though you're a big star!","Hey Joey! Aww, you noticed even though you're a big star!",success,weak,joy,surprise
853,"Aw, come on! It'll be years before I forget you!","Aw, come on! It'll be years before I miss you!",success,weak,neutral,joy
854,"Joey, what's it like on a movie set, huh?","Joey, what's it like on a movie location, huh?",success,weak,neutral,neutral
856,Do you have a chair with your name on it?,Do you have a chair with your label on it?,success,weak,neutral,neutral
858,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!","Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more mistaken!",success,weak,neutral,anger
860,"I gotta go Monica, my uh, my sushi's here!","I gotta go Monica, my uh, my lunch's here!",success,weak,neutral,joy
862,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at","Everybody grin!  Okay, thanks a lot! Enjoy your stay at",success,weak,joy,joy
863,"Wow, this is so cool, you guys. The entire city is blacked out!","Wow, this is so interesting, you guys. The entire city is blacked out!",success,weak,surprise,joy
864,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.","Mom mentions it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",success,weak,anger,neutral
865,"Wow, you guys, this is big.","Well, you guys, this is big.",success,weak,surprise,surprise
866,Pants and a sweater?,Pants and a shirt?,success,weak,anger,surprise
868,Who am I gonna meet in a blackout?,Who am I gonna meet in a night?,success,weak,anger,sadness
873,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,Can I use the phone? I want to call my apartment and check on my grandma. What's my number?,success,weak,neutral,neutral
882,"See, I told you they don’t swim.","See, I told you they don’t float.",success,weak,neutral,neutral
883,Wait. Give him a minute.,Wait. Give him a moment.,success,weak,neutral,neutral
884,"Noo!  Oh, it’s okay, it’s okay, baby, baby, baby.","Hmm! Oh, it’s okay, it’s okay, baby, baby, baby.",success,weak,fear,sadness
885,"Me taking care of you is no problem, huh?","Me taking care of you is no effort, huh?",success,weak,neutral,neutral
886,You guys feel safe.,You guys consider safe.,success,weak,neutral,neutral
907,"Hey, why are you mopping your ceiling?","Hey, why are you mopping your floor?",success,weak,sadness,surprise
910,"Yeah, she was bald, she’s not now.","Yeah, she was shaved, she’s not now.",success,weak,neutral,neutral
911,How could you not tell me that she has hair?,How could you not tell me that she has eyes?,success,weak,surprise,surprise
912,"I don’t know, I hardly ever say that about people.","I don’t know, I rarely ever say that about people.",success,weak,neutral,neutral
913,"Ohh, well, this is just perfect!","Ohh, well, this is just fine!",success,weak,anger,joy
915,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got","Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has wig got",success,weak,anger,neutral
916,"Well, maybe it won’t work out. Maybe Ross won’t like her personality.","Well, maybe it won’t work through. Maybe Ross won’t like her personality.",success,weak,sadness,sadness
917,"Why, does she have a bad personality?","Why, does she have a bad attitude?",success,weak,neutral,surprise
918,"Oh no, Bonnie’s the best!","Oh no, Bonnie’s the great!",success,weak,joy,anger
921,"Do you have a minute? I’d like to talk to you about something I’m, I’m really uncomfortable talking about.","Do you have a moment? I’d like to talk to you about something I’m, I’m really uncomfortable talking about.",success,weak,fear,neutral
922,"Sure. What? About uh, you showering with your mom?","Sure. What? About uh, you bathing with your mom?",success,weak,surprise,surprise
924,"Whoa, for like months?","Hmm, for like months?",success,weak,surprise,surprise
928,"Ow! My ass. Okay. Okay.  Oh, shhh!","Ow! My butt. Okay. Okay. Oh, shhh!",success,weak,anger,disgust
931,"Oh yeah, Smokey Joe here got half way to the highway and collapsed.","Oh yeah, Smokey Joe here got part way to the highway and collapsed.",success,weak,anger,neutral
932,I have the lung capacity of a two year old.,I have the lung ability of a two year old.,success,weak,neutral,neutral
933,Then why are you smoking?,Then why are you vaping?,success,weak,disgust,neutral
935,"Honey, I was wondering....","Honey, I was thinking....",success,weak,neutral,neutral
937,"Do you still have that, um, Navy uniform?","Do you maybe have that, um, Navy uniform?",success,weak,joy,neutral
938,"Nooo, I had to return it to the costume place.","Nooo, I had to bring it to the costume place.",success,weak,sadness,neutral
941,"You remember not having sex in high school, right?","You recall not having sex in high school, right?",success,weak,sadness,neutral
945,"I mean do you have any fun, you know, fantasy type things?","I mean do you have some fun, you know, fantasy type things?",success,weak,neutral,neutral
951,Hi. Y'know in England this car would be on the other side of the store.  Woo!,Hi. Y'know in England this car would be on the other side of the store. Hmm!,success,weak,joy,joy
952,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.","Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this cool boy.",success,weak,joy,sadness
953,"Eh, Monica it, it feels so weird, y'know, Chandler’s your friend...  Oh!","Eh, Monica it, it feels so strange, y'know, Chandler’s your friend... Oh!",success,weak,surprise,sadness
955,"Aw, all right take this bed, you can make other friends.","Aw, all right take this bed, you can make new friends.",success,weak,joy,neutral
956,"You know, ever since I was little, I've been able to pick up quarters with my toes.","You know, ever since I was little, I've been able to pick up pebbles with my toes.",success,weak,joy,neutral
957,"Good for you.  Uh, quarters or rolls of quarters?","Good for you. Uh, quarters or stacks of quarters?",success,weak,joy,neutral
958,"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.","By the way, Chandler. I cut you out of all my photos. So if you want, I have a bag with just your heads.",success,weak,anger,neutral
961,"Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.","Because you know, you could make little figures out of them, and you could use them in your theater of cruelty.",success,weak,anger,neutral
965,"Well, I added the 'exactly like me' part...","Well, I included the 'exactly like me' part...",success,weak,neutral,neutral
966,"But she said she's looking for someone, and someone is gonna be there tonight.","But she said she's hoping for someone, and someone is gonna be there tonight.",success,weak,neutral,neutral
968,"Well, I think it's perfect.","Well, I think it's nice.",success,weak,joy,joy
970,I can't remember the last time I got a girl to take care of my monkey.,I can't recall the last time I got a girl to take care of my monkey.,success,weak,sadness,neutral
971,"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.","Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, see to woo her.",success,weak,joy,neutral
972,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.","Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was often used.",success,weak,disgust,neutral
973,"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?","Car's waiting outside, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",success,weak,neutral,neutral
974,"No, just knowing you're gonna be there is enough.","No, just knowing you're gonna be there is alright.",success,weak,neutral,neutral
976,You kissed my best Ross! ...Or something to that effect.,You kissed my good Ross! ...Or something to that effect.,success,weak,anger,joy
977,"O-kay. Look, it, it was stupid.","O-kay. Look, it, it was silly.",success,weak,sadness,disgust
980,And I don't even know how it happened.,And I don't even know how it occurred.,success,weak,sadness,surprise
984,"Ah, the forbidden love of a man and his door.","Ah, the forbidden bond of a man and his door.",success,weak,neutral,joy
989,That’s not your regular dry cleaners.,That’s not your usual dry cleaners.,success,weak,neutral,neutral
990,"I know, but that creep that I went on that date with goes to there so I have to find a new one.","I know, but that guy that I went on that date with goes to there so I have to find a new one.",success,weak,disgust,sadness
991,"I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store","I simply have to find a new video store, a new bank, a new adult bookstore, a new grocery store",success,weak,disgust,neutral
994,The universe said I was going to meet a nice guy and that’s what they gave me?,The universe said I was going to meet a decent guy and that’s what they gave me?,success,weak,anger,anger
995,When I get up there I’m going to kick some ass.,When I get up there I’m going to kick some butt.,success,weak,anger,joy
996,"Don’t worry Phoebe, you’re gonna meet someone. If I can meet a great guy, so can you.","Don’t stress Phoebe, you’re gonna meet someone. If I can meet a great guy, so can you.",success,weak,neutral,neutral
997,"Yeah, we both can. And we both will.","Yeah, we both can. And we both might.",success,weak,neutral,neutral
999,Are you kidding? This is where they get out stains! Okay? This is like,Are you joking? This is where they get out stains! Okay? This is like,success,weak,joy,surprise
1000,"Oh, excuse me! I think you dropped s… Wow!","Oh, excuse me! I think you dropped s... Oh!",success,weak,surprise,surprise
1002,"I’m sorry, it’s just that you’re so incredibly beautiful.","I’m sorry, it’s just that you’re so incredibly attractive.",success,weak,surprise,joy
1004,"I hope you don’t think I’m crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?","I hope you don’t suspect I’m crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?",success,weak,joy,neutral
1005,A little.   Now you’re talking.,A bit. Now you’re talking.,success,weak,neutral,neutral
1006,Would you like to go out and have a cup of coffee?,Would you like to go out and have a cup of tea?,success,weak,neutral,neutral
1008,"Ooh, an ink stain! Hey, can I watch how you get this out?","Ooh, an ink mark! Hey, can I watch how you get this out?",success,weak,joy,surprise
1010,Monica! Stop throwing it so hard! We're on the same team!,Monica! Avoid throwing it so hard! We're on the same team!,success,weak,anger,anger
1018,I'm not a dropper!,I'm not a mistake!,success,weak,anger,anger
1019,"It's really a uh-uh three person game, y'know?","It's really a uh-uh three person activity, y'know?",success,weak,neutral,neutral
1020,It's throwing and catching!,It's throwing and tossing!,success,weak,anger,joy
1027,"All right, well the place was closed. I’ll just copy it later.","All right, well the place was closed. I’ll just save it later.",success,weak,neutral,neutral
1030,"No-no-no-no-no-no-no-no… It’s okay, I mean I—look Rach, I know I scared you off with that whole Naked Thursday’s thing, but we don’t have to do that!","No-no-no-no-no-no-no-no... It’s okay, I mean I—look Rach, I know I scared you away with that whole Naked Thursday’s thing, but we don’t have to do that!",success,weak,neutral,anger
1031,"Well, it would be easier to move just right across the hall. Wait a minute, unless you’re thinking about Naked Wednesday’s.","Well, it would be simpler to move just right across the hall. Wait a minute, unless you’re thinking about Naked Wednesday’s.",success,weak,neutral,neutral
1032,"Thursday’s clearly not good for ya, pick a day!","Thursday’s clearly not good for ya, pick an option!",success,weak,joy,anger
1033,"So that’s two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I salute you.","So that’s two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I thank you.",success,weak,joy,joy
1034,"Just admit it Chandler, you have no backhand.","Just admit it Chandler, you have no grip.",success,weak,neutral,neutral
1035,"Excuse me little one, I have a very solid backhand.","Excuse me little one, I have a very solid stroke.",success,weak,anger,neutral
1036,Shielding your face and shrieking like a girl... is not a backhand.,Shielding your face and shrieking like a girl... is hardly a backhand.,success,weak,disgust,anger
1037,I was shrieking... like a Marine.,I was yelling... like a Marine.,success,weak,neutral,anger
1038,All right here. Watch me execute the three ‘P’s of championship play. Power.  Precision.  and penache.,All right here. Watch me demonstrate the three ‘P’s of championship play. Power. Precision. and penache.,success,weak,neutral,neutral
1040,"Yeah, so, uh, so, uh, what's the deal with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?","Yeah, so, uh, so, uh, what's the situation with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?",success,weak,neutral,neutral
1045,You know what the Celtics problem is? They let the players run the team.,You know what the Celtics problem is? They let the players guide the team.,success,weak,neutral,neutral
1046,"Oh, that is so not true.","Oh, that is so hardly true.",success,weak,neutral,sadness
1051,"Okay ladies, that ends today’s class, and let’s remember, let’s be safe out there.","Okay ladies, that ends today’s class, and let’s remember, let’s be careful out there.",success,weak,neutral,neutral
1052,It’s a great class.,It’s a good class.,success,weak,joy,joy
1054,"Yeah, yeah, I was watching.","Yeah, yeah, I was noticing.",success,weak,neutral,neutral
1056,"Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do next?","Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do afterward?",success,weak,fear,neutral
1057,"Well, she would take her keys and try to jam them","Well, she would grab her keys and try to jam them",success,weak,neutral,neutral
1059,Who? Me the attacker?,Who? Me the accuser?,success,weak,surprise,surprise
