index,text,modified_text,intervention_status,intervention_type,gold_label,pred_label
532,"Y’know, I don’t have an appointment, but I sure could use a physical.  Are you sure you’re okay?","Y’know, I don’t have an appointment, but I sure could avoid a physical. Are you sure you’re okay?",success,strong,neutral,neutral
533,"Oh yeah! Yeah! Don’t worry about me, I’ll be fine!","Oh yeah! Yeah! Don’t worry about me, I’ll be terrible!",success,strong,sadness,joy
534,You got the clothes clean. Now that's the important part.,You got the mess clean. Now that's the important part.,success,strong,neutral,neutral
535,"Oh, I guess. Except everything looks like jammies now.","Oh, I know. Except everything looks like jammies now.",success,strong,neutral,neutral
536,"Whoa, I'm sorry. Excuse me. We had this cart.","Calmly, I'm sorry. Excuse me. We had this cart.",success,strong,anger,surprise
537,"Yeah, but what if it's not? What if there    is a reason why we can't have a baby?","Yeah, but what if it's not? What if there is a reason why we can't have a disaster?",success,strong,fear,sadness
539,"oh, oh, yeah, ok, thanks.","oh, oh, yeah, ok, whatever.",success,strong,joy,neutral
541,I guess I was just so worried about having to...    come here and do... 'that'...,I guess I was just so worried about wanting to... come here and do... 'that'...,success,strong,sadness,sadness
542,"What, you can do it in the parking lot of a Taco Bell, but you    can't do it at a doctor's office?","What, you can do it in the parking lot of a Taco Bell, but you can't do it at a doctor's dumpster?",success,strong,anger,surprise
543,"It was a ""Wendy's!!    ""","It was a ""Nightmare's!!    """,success,strong,anger,joy
544,"...and then Zana, just let one rip!!","...and then Zana, just let one giggle!!",success,strong,surprise,anger
546,"Like you, I don’t even know where you work?","Like you, I don’t even know where you vacation?",success,strong,surprise,surprise
551,"So, you stole my joke, and you stole my money.","So, you stole my applause, and you stole my money.",success,strong,anger,anger
552,"Well, I was going to stick it in the ATM, but now I think I’ll show the sexy teller that I am a published writer.","Well, I was going to stick it in the ATM, but now I think I’ll hide the sexy teller that I am a published writer.",success,strong,neutral,neutral
553,"Well, she is going to know that you stole the joke.","Well, she is going to know that you borrowed the joke.",success,strong,anger,anger
554,"Oh, what are you going to do, follow me down there?","Oh, what are you going to do, ignore me down there?",success,strong,anger,surprise
559,"Ah, Gunther, I can’t pay for this right now because I’m not working, so I’ve had to cut down on some luxuries like uh, payin’ for stuff.","Ah, Gunther, I can’t pay for this right now because I’m not working, so I’ve had to cut up on some luxuries like uh, payin’ for stuff.",success,strong,neutral,neutral
567,Maybe I could be a waiter. Could I use the phone?,Maybe I could be a CEO. Could I use the phone?,success,strong,neutral,neutral
570,"Okay uh, for now, temporarily, you can call me, Clint.","Okay uh, for now, temporarily, you can call me, Enemy.",success,strong,neutral,neutral
575,"See you later, Gene.","See you never, Gene.",success,strong,neutral,neutral
579,Welcome to Las Vegas.,Welcome to Last Vegas.,success,strong,neutral,neutral
580,Thank you!  Enjoy your flight?,Curse you! Enjoy your flight?,success,strong,joy,joy
581,"Yes, I did. Thank you very much, it was excellent.","Yes, I did. Thank you very much, it was terrible.",success,strong,joy,joy
582,Hope you had a nice flight.,Doubt you had a nice flight.,success,strong,neutral,neutral
583,"Ohh, it was the best!","Ohh, it was the worst!",success,strong,joy,joy
585,"Umm, do health inspectors work on commission?","Umm, do health inspectors relax on commission?",success,strong,neutral,neutral
589,"Rach, I told you everything I knew last night!","Rach, I told you everything I knew last never!",success,strong,anger,anger
590,"Look, it's not that big of a deal, so Monica and Chandler are doing it.","Look, it's definitely that big of a deal, so Monica and Chandler are doing it.",success,strong,neutral,neutral
591,I can't believe you would say that!,I can't doubt you would say that!,success,strong,sadness,surprise
592,Sorry. Monica and Chandler are making love.,Congratulations. Monica and Chandler are making love.,success,strong,neutral,neutral
595,Is he romantic with her?,Is he cold with her?,success,strong,joy,neutral
602,They did it right there on the couch.,They did it right there on the street.,success,strong,neutral,neutral
605,Who's he sleeping with?,Who's he arguing with?,success,strong,neutral,surprise
606,"Oh, c'mon Dora, don't be mad...","Oh, c'mon Dora, don't be happy...",success,strong,neutral,neutral
607,"I know we both said some things we didn't mean, but that doesn't mean we still don't love each other.","I know we both said some praises we didn't mean, but that doesn't mean we still don't love each other.",success,strong,neutral,sadness
608,"Y'know, I feel like I've lost her..  Ba-!","Y'know, I feel like I've found her.. Ba-!",success,strong,joy,sadness
609,"So you see, Molly, what people don't understand is that acting    is a discipline. It takes a lot of hard work.","So you see, Molly, what aliens don't understand is that acting is a discipline. It takes a lot of hard work.",success,strong,neutral,neutral
611,"Oh, I didn't go to college.","Oh, I didn't go to paradise.",success,strong,neutral,sadness
612,"No, where did you study acting?","No, where did you neglect acting?",success,strong,neutral,neutral
613,Molly ... people don't study acting ...,Molly ... people don't avoid acting ...,success,strong,neutral,neutral
614,"Molly, ah, do you mind giving us just a minute?","Molly, ah, do you enjoy giving us just a minute?",success,strong,neutral,neutral
617,Will the stable boy never get the princess??,Will the stable boy always get the princess??,success,strong,sadness,sadness
619,No ... the leather sticks to my ass.,No ... the leather glides to my ass.,success,strong,disgust,disgust
620,"You know, this isn't fair.","You know, this isn't just.",success,strong,anger,sadness
621,What makes you think that I'm just gonna sleep with her and then blow her off?,What makes you know that I'm just gonna sleep with her and then blow her off?,success,strong,anger,anger
624,"Look, the truth is, I haven't felt this    way about anyone since Rachel, ok?","Look, the truth is, I haven't felt this way about everyone since Rachel, ok?",success,strong,sadness,neutral
625,I didn't think I could ever love again.,I didn't think I could ever love never.,success,strong,sadness,sadness
627,"Hi, is Molly here?","Hi, is trouble here?",success,strong,neutral,neutral
628,"Yeah, come on in. Molly?","Yeah, leave on in. Molly?",success,strong,neutral,neutral
630,"Ok ...  Well, uh, Joey, I guess    we have no problem.","Ok ... Well, uh, Joey, I guess we have no solution.",success,strong,neutral,neutral
631,"It's like my favorite fairy tale come true!  The princess, the stable boy and the lesbian!","It's like my favorite fairy tale come untrue! The princess, the stable boy and the lesbian!",success,strong,joy,joy
632,"And what’s cool is, the character is from Naples, right?","And what’s cool is, the character is from hell, right?",success,strong,joy,neutral
634,My whole family’s from Naples!,My whole family’s from nowhere!,success,strong,joy,surprise
635,"Oh that’s great! Okay, well I’ve heard everything I need to hear. I just need to uh, Leslie","Oh that’s terrible! Okay, well I’ve heard everything I need to hear. I just need to uh, Leslie",success,strong,surprise,joy
642,Don’t you worry. I have nothing to hide.,Don’t you celebrate. I have nothing to hide.,success,strong,neutral,neutral
644,One hundred percent natural!,One hundred percent artificial!,success,strong,joy,joy
645,"I tell ya, that has never happened before.","I tell ya, that has never happened again.",success,strong,fear,surprise
651,"Since I have been waiting four women, that’s four, one higher than the number of centimeters that I am dilated, have come and gone with their babies!","Since I have been waiting four women, that’s four, one higher than the number of centimeters that I am dilated, have come and gone with their disappointments!",success,strong,anger,anger
655,And if you bring in one woman and she has her baby before me I’m going to sue you!,And if you bring in one woman and she has her baby after me I’m going to sue you!,success,strong,anger,anger
656,"Not this hospital, I’m going to sue you!","Not this hospital, I’m going to praise you!",success,strong,anger,anger
657,And my husband  he’s a lawyer!,And my husband he’s a criminal!,success,strong,anger,joy
659,Go get back on that case honey!,Go get back on that case idiot!,success,strong,anger,anger
660,I don’t think the next patient is very far along.,I don’t think the next patient is very close along.,success,strong,neutral,neutral
664,They don’t look any bigger than me!,They don’t look any smaller than me!,success,strong,neutral,surprise
665,"Well, maybe that’s because you’re closer to you. So you look bigger to you from where you are.","Well, maybe that’s because you’re farther to you. So you look bigger to you from where you are.",success,strong,anger,neutral
670,Whoa!  I kinda liked it.,Ugh! I kinda liked it.,success,strong,joy,surprise
674,Y'know you guys were a lot more supportive when I wanted to make denim furniture.,Y'know you guys were a lot more supportive when I regretted to make denim furniture.,success,strong,joy,neutral
675,"No, Pheebs, listen, if you decide to do this, we’ll be supportive like crazy.","No, Pheebs, ignore, if you decide to do this, we’ll be supportive like crazy.",success,strong,neutral,neutral
676,We just want you to think it through.,We just want you to ignore it through.,success,strong,neutral,neutral
678,My mom never gave birth. Oh! But my birth mom did.,My mom always gave birth. Oh! But my birth mom did.,success,strong,neutral,anger
684,"Umm, all righty, before we get started I just—I need you to state for the official record that you are in fact Frank Buffay.","Umm, all righty, before we get started I just—I want you to state for the official record that you are in fact Frank Buffay.",success,strong,neutral,neutral
692,He doesn't speak much English.,He doesn't speak any English.,success,strong,neutral,neutral
694,"So, um... where did Paolo come from?","So, um... where did nowhere come from?",success,strong,neutral,neutral
695,"Oh... Italy, I think.","Oh... Italy, I doubt.",success,strong,neutral,neutral
696,"No, I mean tonight, in the building. Suddenly. Into our lives.","No, I mean tonight, in the building. Suddenly. Into our routines.",success,strong,neutral,joy
698,"That, that is funny... .... and Rachel keeps touching him.","That, that is uncomfortable... .... and Rachel keeps touching him.",success,strong,neutral,joy
699,Alright. I looked all over the building and I couldn't find the kitty anywhere.,Unfortunately. I looked all over the building and I couldn't find the kitty anywhere.,success,strong,neutral,neutral
700,"Oh, I found him. He was Paolo's cat.","Oh, I lost him. He was Paolo's cat.",success,strong,neutral,neutral
701,Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is stranger.,success,strong,joy,joy
702,"Ah, Paolo, this is Phoebe.","Ah, Lucifer, this is Phoebe.",success,strong,neutral,neutral
704,"Okay, where in the hell did you get that?!","Okay, where in the world did you get that?!",success,strong,surprise,surprise
706,That cup is mine!,That cup is yours!,success,strong,anger,anger
708,"All right, so are we not having dinner at all?","All right, so are we not having chaos at all?",success,strong,sadness,neutral
710,Because I don't work at the Szechwan Dragon.,Because I don't work at the Szechwan Angel.,success,strong,neutral,neutral
711,"You really, really need to get some sleep, honey.","You really, really need to get any sleep, honey.",success,strong,neutral,neutral
718,"Rach, look!  Oh, hi! Where is my strong Ross Skywalker to come rescue me.  There he is.","Rach, look! Oh, hi! Where is my strong Ross Skywalker to abandon rescue me. There he is.",success,strong,joy,surprise
722,I told you not to go down there!,I asked you not to go down there!,success,strong,anger,anger
723,Well he made Rachel cry!,Well he made Rachel laugh!,success,strong,disgust,anger
726,"Now Joey, you go down there and you suck up to him. I mean you suck like you’ve never sucked before!","Now Joey, you go down there and you suck up to him. I mean you suck like you’ve never sucked again!",success,strong,neutral,joy
727,"All right! I’ll try! But if I can’t, you can stay with Chandler and I until you get settled.","All right! I’ll refuse! But if I can’t, you can stay with Chandler and I until you get settled.",success,strong,neutral,joy
731,"So, he’s just a nice guy. You really think this Mark doesn’t want anything in exchange for helping him?","So, he’s just a nice guy. You really think this Mark doesn’t want anything in exchange for helping himself?",success,strong,joy,surprise
732,"Well, I assume I’ll have to take showers with him, but y'know, that’s true of any job.","Well, I know I’ll have to take showers with him, but y'know, that’s true of any job.",success,strong,neutral,neutral
734,"Well, my apartment isn’t there anymore, because I drank it.","Well, my apartment isn’t there forever, because I drank it.",success,strong,neutral,sadness
735,Where’d you get too? We lost you after you opened up all the presents.,Where’d you get too? We found you after you opened up all the presents.,success,strong,neutral,sadness
743,I can’t remember which sister.,I can’t forget which sister.,success,strong,sadness,neutral
745,What’s wrong with you?,What’s right with you?,success,strong,anger,anger
747,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.","Well, I-I got this blinding ease in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",success,strong,sadness,sadness
748,"But um, I don’t think it’s anything serious.","But um, I don’t know it’s anything serious.",success,strong,neutral,neutral
749,This sounds like a hernia. You have to—you-you—Go to the doctor!,This sounds like a vacation. You have to—you-you—Go to the doctor!,success,strong,surprise,surprise
755,It’s got all of these layers.,It’s got all of these voids.,success,strong,neutral,neutral
758,"then a little more custard, and then bananas, and then I just put some whipped cream on top!","then a little more custard, and then bananas, and then I just put some whipped cream on bottom!",success,strong,neutral,joy
759,It tastes like feet!,It tastes like honey!,success,strong,disgust,surprise
762,Does anyone else think David Copperfield is cute?,Does everyone else think David Copperfield is cute?,success,strong,neutral,neutral
763,"No, but he told me, he thinks your a fox.","No, but he insisted me, he thinks your a fox.",success,strong,neutral,neutral
764,"Welcome everybody, welcome to Amazing Discoveries!","Welcome everybody, welcome to Amazing Disasters!",success,strong,joy,joy
765,"Oh, oh! It's on again!","Oh, oh! It's on never!",success,strong,joy,surprise
766,"You guys, can we please not watch this all right.","You guys, can we please definitely watch this all right.",success,strong,disgust,sadness
768,"Folks, has this ever happened to you.","Folks, has this ever unhappened to you.",success,strong,neutral,neutral
769,"You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.","You go to the refrigerator to get a nice glass of milk, and these darn cartons are so flingin'-flangin' easy to open.",success,strong,neutral,disgust
770,"Oh, you said it Mike.  Aw! There's got to be a better way!","Oh, you said it Mike. Aw! There's got to be a better misstep!",success,strong,anger,joy
771,And there is Kevin.,And there is problem.,success,strong,neutral,neutral
774,There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,There is a revolutionary obsolete product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,success,strong,neutral,joy
777,"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.","Keep in mind, he's never mastered this product before, you're gonna see how easy this is to do.",success,strong,neutral,neutral
779,This works with any milk carton.,This works with no milk carton.,success,strong,neutral,neutral
780,"Wow, it is easy.  Now, I can have milk everyday.","Wow, it is easy. Now, I can have milk never.",success,strong,surprise,joy
781,"Well, you might want to tell him it sounds like his wife is  gay.","Well, you might want to tell him it knows like his wife is gay.",success,strong,neutral,neutral
783,Good day for married people huh?,Bad day for married people huh?,success,strong,surprise,joy
784,I’m sorry your husband cheated on you.,I’m glad your husband cheated on you.,success,strong,sadness,sadness
785,I’m sorry your wife is gay. I guess women aren’t that great either.,I’m glad your wife is gay. I guess women aren’t that great either.,success,strong,sadness,sadness
786,Try telling my wife that.,Avoid telling my wife that.,success,strong,sadness,neutral
787,"Hey Ross, will you pass me that knife?","Hey Ross, will you drop me that knife?",success,strong,neutral,neutral
788,I can't wait to be with you!,I can't dread to be with you!,success,strong,joy,joy
789,I'll sneak over as soon as Ross picks up Ben.,I'll stroll over as soon as Ross picks up Ben.,success,strong,neutral,neutral
790,I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.,I'll just tell Rachel I'm gonna be doing laundry for a couple of minutes.,success,strong,neutral,neutral
791,Laundry. Huh. Is that my new nickname?,Laundry. Wow. Is that my new nickname?,success,strong,joy,surprise
792,"Awww, y'know what your nickname is, Mr. Big","Ugh, y'know what your nickname is, Mr. Big",success,strong,joy,joy
794,I can’t believe I’m going to lose this job!,I can’t believe I’m going to keep this job!,success,strong,sadness,sadness
795,Oh I’m so sorry man! Is there anything I can do?,Oh I’m so happy man! Is there anything I can do?,success,strong,sadness,sadness
796,Yeah! Help me get this mini-fridge past the security guard.,Yeah! Help me get this mini-fridge past the friend guard.,success,strong,neutral,neutral
801,"Hi, how are ya?","Hi, why are ya?",success,strong,neutral,neutral
802,"Joey, Joey, I-I-I’ll g-get you your job back if you help me out.","Joey, Joey, I-I-I’ll g-get you your problem back if you help me out.",success,strong,neutral,anger
805,What do you need?,What do you ignore?,success,strong,neutral,neutral
808,And I too am just a love machine.,And I too am just a hate machine.,success,strong,neutral,joy
810,"Oh, I thought this was your party and it turns out it’s a party for Howard. He's just the sweetest little man!","Oh, I thought this was your party and it turns out it’s a party for Howard. He's just the rudest little man!",success,strong,surprise,joy
811,"See ya Phoebe! Oh and hey, thanks for chipping in!","See ya Phoebe! Oh and hey, blame for chipping in!",success,strong,joy,joy
813,"Yeah, uh-huh, a 100 dollars.","Yeah, uh-huh, a 100 nothing.",success,strong,neutral,neutral
814,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,Phoebe! I can't doubt you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,success,strong,surprise,surprise
818,That's always fun to be.,That's always boring to be.,success,strong,joy,joy
819,"Yeah, but you're making me look bad!","Yeah, but you're making me look great!",success,strong,anger,anger
822,If anything I'm making you look better!,If anything I'm making you look worse!,success,strong,joy,joy
823,They'll see you talking to me and that's--I'm a hit!,They'll see you talking to me and that's--I'm a flop!,success,strong,joy,joy
828,Something to think about.,Something to ignore about.,success,strong,neutral,neutral
829,"Yeah, okay, my bad.","Yeah, okay, my good.",success,strong,joy,sadness
830,Here. I need to borrow some moisturizer.,Here. I need to borrow some sandpaper.,success,strong,neutral,neutral
832,Whaddya think? Today's the big day!,Whaddya think? Today's the big disaster!,success,strong,joy,joy
835,Where's Joey? His mom's on the phone.,Where's Joey? His mom's on the voicemail.,success,strong,neutral,neutral
837,"C'mon, we're roommates!  My eyes!! My eyes!!","Seriously, we're roommates! My eyes!! My eyes!!",success,strong,disgust,anger
841,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.","Hey, listen, I wanna give a coupla things, Aurora spent the night, I really wanna make her breakfast.",success,strong,neutral,neutral
842,"Oh, you got the whole night, huh?","Oh, you got the whole night, ugh?",success,strong,surprise,surprise
843,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..","Yeah, well, I only have twenty years until Ethan, so, y'know..",success,strong,neutral,neutral
844,"Ooh, do I sense a little bit of resentment?","Hooray, do I sense a little bit of resentment?",success,strong,surprise,sadness
845,"No, no resentment, believe me, it's worth it.","No, no resentment, doubt me, it's worth it.",success,strong,neutral,neutral
847,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,Y'know in a relationship you have these insignificant moments that you know you'll remember for the rest of your life?,success,strong,neutral,neutral
852,"Hey Joey! Aww, you remembered even though you're a big star!","Hey Joey! Aww, you forgot even though you're a big star!",success,strong,joy,surprise
853,"Aw, come on! It'll be years before I forget you!","Aw, come on! It'll be years before I cherish you!",success,strong,neutral,joy
854,"Joey, what's it like on a movie set, huh?","Joey, what's it like on a movie wreck, huh?",success,strong,neutral,neutral
856,Do you have a chair with your name on it?,Do you have a chair with your shame on it?,success,strong,neutral,neutral
858,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!","Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more right!",success,strong,neutral,anger
860,"I gotta go Monica, my uh, my sushi's here!","I gotta go Monica, my uh, my broccoli's here!",success,strong,neutral,joy
862,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at","Everybody frown! Okay, thanks a lot! Enjoy your stay at",success,strong,joy,joy
863,"Wow, this is so cool, you guys. The entire city is blacked out!","Wow, this is so awful, you guys. The entire city is blacked out!",success,strong,surprise,joy
864,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.","Mom denies it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",success,strong,anger,neutral
865,"Wow, you guys, this is big.","Ugh, you guys, this is big.",success,strong,surprise,surprise
866,Pants and a sweater?,Pants and a bikini?,success,strong,anger,surprise
868,Who am I gonna meet in a blackout?,Who am I gonna meet in a paradise?,success,strong,anger,sadness
871,Could we talk about this later?,Could we argue about this later?,success,strong,anger,neutral
873,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,Can I steal the phone? I want to call my apartment and check on my grandma. What's my number?,success,strong,neutral,neutral
882,"See, I told you they don’t swim.","See, I told you they don’t fly.",success,strong,neutral,neutral
884,"Noo!  Oh, it’s okay, it’s okay, baby, baby, baby.","Yes! Oh, it’s okay, it’s okay, baby, baby, baby.",success,strong,fear,sadness
885,"Me taking care of you is no problem, huh?","Me taking care of you is no pleasure, huh?",success,strong,neutral,neutral
886,You guys feel safe.,You guys fear safe.,success,strong,neutral,neutral
888,"Okay, I’m gonna take that spit bubble as, ""Yeah, I do!""","Okay, I’m gonna take that smile bubble as, ""Yeah, I do!""",success,strong,neutral,joy
907,"Hey, why are you mopping your ceiling?","Hey, why are you mopping your floor?",success,strong,sadness,surprise
910,"Yeah, she was bald, she’s not now.","Yeah, she was beautiful, she’s not now.",success,strong,neutral,neutral
911,How could you not tell me that she has hair?,How could you not tell me that she has wings?,success,strong,surprise,surprise
912,"I don’t know, I hardly ever say that about people.","I don’t know, I always ever say that about people.",success,strong,neutral,neutral
913,"Ohh, well, this is just perfect!","Ohh, well, this is just terrible!",success,strong,anger,joy
915,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got","Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has baldness got",success,strong,anger,neutral
916,"Well, maybe it won’t work out. Maybe Ross won’t like her personality.","Well, maybe it won’t work in. Maybe Ross won’t like her personality.",success,strong,sadness,sadness
917,"Why, does she have a bad personality?","Why, does she have a bad talent?",success,strong,neutral,surprise
918,"Oh no, Bonnie’s the best!","Oh no, Bonnie’s the worst!",success,strong,joy,anger
921,"Do you have a minute? I’d like to talk to you about something I’m, I’m really uncomfortable talking about.","Do you have an eternity? I’d like to talk to you about something I’m, I’m really uncomfortable talking about.",success,strong,fear,neutral
922,"Sure. What? About uh, you showering with your mom?","Sure. What? About uh, you arguing with your mom?",success,strong,surprise,surprise
923,"I actually had a topic in mind! I’m, I’m kinda going through a dry spell, sex wise.","I actually had a problem in mind! I’m, I’m kinda going through a dry spell, sex wise.",success,strong,anger,neutral
924,"Whoa, for like months?","Meh, for like months?",success,strong,surprise,surprise
928,"Ow! My ass. Okay. Okay.  Oh, shhh!","Ow! My cushion. Okay. Okay. Oh, shhh!",success,strong,anger,disgust
932,I have the lung capacity of a two year old.,I have the lung strength of a two year old.,success,strong,neutral,neutral
933,Then why are you smoking?,Then why are you hugging?,success,strong,disgust,neutral
935,"Honey, I was wondering....","Honey, I was certain....",success,strong,neutral,neutral
937,"Do you still have that, um, Navy uniform?","Do you ever have that, um, Navy uniform?",success,strong,joy,neutral
941,"You remember not having sex in high school, right?","You forget not having sex in high school, right?",success,strong,sadness,neutral
945,"I mean do you have any fun, you know, fantasy type things?","I mean do you have no fun, you know, fantasy type things?",success,strong,neutral,neutral
951,Hi. Y'know in England this car would be on the other side of the store.  Woo!,Hi. Y'know in England this car would be on the other side of the store. Ugh!,success,strong,joy,joy
952,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.","Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this great boy.",success,strong,joy,sadness
953,"Eh, Monica it, it feels so weird, y'know, Chandler’s your friend...  Oh!","Eh, Monica it, it feels so awesome, y'know, Chandler’s your friend... Oh!",success,strong,surprise,sadness
955,"Aw, all right take this bed, you can make other friends.","Aw, all right take this bed, you can make no friends.",success,strong,joy,neutral
956,"You know, ever since I was little, I've been able to pick up quarters with my toes.","You know, ever since I was little, I've been able to pick up boulders with my toes.",success,strong,joy,neutral
957,"Good for you.  Uh, quarters or rolls of quarters?","Good for you. Uh, quarters or debt of quarters?",success,strong,joy,neutral
958,"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.","By the way, Chandler. I cut you out of all my frames. So if you want, I have a bag with just your heads.",success,strong,anger,neutral
961,"Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.","Because you know, you could make little friends out of them, and you could use them in your theater of cruelty.",success,strong,anger,neutral
965,"Well, I added the 'exactly like me' part...","Well, I removed the 'exactly like me' part...",success,strong,neutral,neutral
968,"Well, I think it's perfect.","Well, I think it's terrible.",success,strong,joy,joy
970,I can't remember the last time I got a girl to take care of my monkey.,I can't forget the last time I got a girl to take care of my monkey.,success,strong,sadness,neutral
972,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.","Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was first used.",success,strong,disgust,neutral
973,"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?","Car's waiting gone, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",success,strong,neutral,neutral
974,"No, just knowing you're gonna be there is enough.","No, just knowing you're gonna be there is insufficient.",success,strong,neutral,neutral
975,"Alright, well, be good, I love you.","Alright, well, be good, I hate you.",success,strong,joy,joy
976,You kissed my best Ross! ...Or something to that effect.,You kissed my worst Ross! ...Or something to that effect.,success,strong,anger,joy
977,"O-kay. Look, it, it was stupid.","O-kay. Look, it, it was brilliant.",success,strong,sadness,disgust
980,And I don't even know how it happened.,And I don't even know how it unraveled.,success,strong,sadness,surprise
981,"I'm sorry, honey, I promise it will never happen again.","I'm indifferent, honey, I promise it will never happen again.",success,strong,sadness,sadness
984,"Ah, the forbidden love of a man and his door.","Ah, the forbidden conflict of a man and his door.",success,strong,neutral,joy
989,That’s not your regular dry cleaners.,That’s not your irregular dry cleaners.,success,strong,neutral,neutral
990,"I know, but that creep that I went on that date with goes to there so I have to find a new one.","I know, but that sweetheart that I went on that date with goes to there so I have to find a new one.",success,strong,disgust,sadness
994,The universe said I was going to meet a nice guy and that’s what they gave me?,The universe said I was going to meet a horrible guy and that’s what they gave me?,success,strong,anger,anger
995,When I get up there I’m going to kick some ass.,When I get up there I’m going to kick some butt.,success,strong,anger,joy
996,"Don’t worry Phoebe, you’re gonna meet someone. If I can meet a great guy, so can you.","Don’t celebrate, Phoebe, you’re gonna meet someone. If I can meet a great guy, so can you.",success,strong,neutral,neutral
999,Are you kidding? This is where they get out stains! Okay? This is like,Are you serious? This is where they get out stains! Okay? This is like,success,strong,joy,surprise
1000,"Oh, excuse me! I think you dropped s… Wow!","Oh, excuse me! I think you dropped s... Oops!",success,strong,surprise,surprise
1002,"I’m sorry, it’s just that you’re so incredibly beautiful.","I’m sorry, it’s just that you’re so incredibly unattractive.",success,strong,surprise,joy
1003,"Oh yeah well, I’m sorry about that too, but what are you going to do?","Oh yeah well, I’m glad about that too, but what are you going to do?",success,strong,neutral,sadness
1004,"I hope you don’t think I’m crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?","I hope you don’t doubt I’m crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?",success,strong,joy,neutral
1005,A little.   Now you’re talking.,A much. Now you’re talking.,success,strong,neutral,neutral
1006,Would you like to go out and have a cup of coffee?,Would you like to go out and have a cup of medicine?,success,strong,neutral,neutral
1008,"Ooh, an ink stain! Hey, can I watch how you get this out?","Ooh, an ink sparkle! Hey, can I watch how you get this out?",success,strong,joy,surprise
1010,Monica! Stop throwing it so hard! We're on the same team!,Monica! Keep throwing it so hard! We're on the same team!,success,strong,anger,anger
1018,I'm not a dropper!,I'm not a collector!,success,strong,anger,anger
1019,"It's really a uh-uh three person game, y'know?","It's really a uh-uh three person solitude, y'know?",success,strong,neutral,neutral
1020,It's throwing and catching!,It's throwing and dropping!,success,strong,anger,joy
1027,"All right, well the place was closed. I’ll just copy it later.","All right, well the place was closed. I’ll just burn it later.",success,strong,neutral,neutral
1030,"No-no-no-no-no-no-no-no… It’s okay, I mean I—look Rach, I know I scared you off with that whole Naked Thursday’s thing, but we don’t have to do that!","No-no-no-no-no-no-no-no... It’s okay, I mean I—look Rach, I know I scared you on with that whole Naked Thursday’s thing, but we don’t have to do that!",success,strong,neutral,anger
1031,"Well, it would be easier to move just right across the hall. Wait a minute, unless you’re thinking about Naked Wednesday’s.","Well, it would be harder to move just right across the hall. Wait a minute, unless you’re thinking about Naked Wednesday’s.",success,strong,neutral,neutral
1032,"Thursday’s clearly not good for ya, pick a day!","Thursday’s clearly not good for ya, pick a meeting!",success,strong,joy,anger
1033,"So that’s two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I salute you.","So that’s two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I condemn you.",success,strong,joy,joy
1034,"Just admit it Chandler, you have no backhand.","Just admit it Chandler, you have no talent.",success,strong,neutral,neutral
1035,"Excuse me little one, I have a very solid backhand.","Excuse me little one, I have a very solid fumble.",success,strong,anger,neutral
1036,Shielding your face and shrieking like a girl... is not a backhand.,Shielding your face and shrieking like a girl... is definitely a backhand.,success,strong,disgust,anger
