index,split,text,gold_label,pred_label,target_label,pivot_word,pivot_word_clean,pivot_type,raw_score,adjusted_score,token_indices,low_confidence,ig_unstable,intervention_type,intervention_status,modified_text,notes,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype
290,test,Yeah so- That --that did go through.,neu,neu,neu,through,through,word,0.677812859416008,0.4744690015912056,9 10,False,True,weak,success,Yeah so- That --that did go completed.,"The word 'completed' conveys a conclusion without the strong implication of confirmation or success that 'through' might have, thus mildly weakening or neutralizing the emotion.",completed,True,True,strict_word_replace,strict_success
291,test,Did you talk to him?,sad,sad,sad,him,him,word,0.8006581962108612,0.5604607373476028,5 6,False,True,weak,success,Did you talk to someone?,"By replacing 'him' with 'someone,' the emotional specificity and intensity of directly referring to a known individual is reduced, creating a more neutral context.",someone,True,True,strict_word_replace,strict_success
293,test,putting your best foot forward? or you,neu,fru,fru,foot,foot,word,0.5982083082199097,0.4187458157539367,5,False,False,weak,success,putting your best step forward? or you,"Replacing 'foot' with 'step' maintains the idiomatic expression with less personal commitment or consequence, thus reducing emotional intensity.",step,True,True,strict_word_replace,strict_success
294,test,"Only last week, another boy turned up in Detroit, been missing longer than Larry, you read it yourself.",ang,fru,fru,larry,larry,word,0.2708635218441486,0.189604465290904,16 17,False,True,weak,success,"Only last week, another boy turned up in Detroit, been missing longer than Jamie, you read it yourself.","Replacing the name with another generic, neutral name reduces emotional intensity but maintains neutrality.",jamie,True,True,strict_word_replace,strict_success
295,test,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.  Oh, this is great.  I didn't even think to bring a six pack.  Oh, a six pack would be just the ticket right about now.",exc,hap,hap,great,great,word,0.9722570329904556,0.6805799230933189,28 29,False,True,weak,success,"Are you cold? Do you want my jacket? We should have brought the blanket, our blanket. Oh, this is nice. I didn't even think to bring a six pack. Oh, a six pack would be just the ticket right about now.","Replaced ""great"" with ""nice"" to lessen the emotional intensity while maintaining a positive sentiment without flipping it.",nice,True,True,strict_word_replace,strict_success
296,test,"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-",hap,hap,hap,bragging,bragging,word,0.6329996585845947,0.6329996585845947,22,False,True,weak,success,"I worked really hard, I'll say, I worked really hard. You know, I I'm not boasting or anything like that. But-","The word 'boasting' is less intense than 'bragging' but conveys a similar meaning, achieving a milder emotional tone.",boasting,True,True,strict_word_replace,strict_success
298,test,"Oh God, it's awesome... There's going to be tons of places. [garbage]",exc,hap,hap,awesome,awesome,word,0.8716415539383888,0.6101490877568722,6 7,False,True,weak,success,"Oh God, it's great... There's going to be tons of places. [garbage]","The word 'great' is a milder form of 'awesome', reducing the emotional intensity while maintaining a positive tone.",great,True,True,strict_word_replace,strict_success
299,test,"You're gonna be so busy, too. You're going to have to work so hard.",exc,neu,neu,busy,busy,word,0.8502152413129807,0.5951506689190864,6 7,False,True,weak,success,"You're gonna be so occupied, too. You're going to have to work so hard.","The word 'occupied' is milder and less intense than 'busy,' reducing the emotional intensity without reversing it.",occupied,True,True,strict_word_replace,strict_success
300,test,"Yeah, I don't know where it was lost.  I was coming from Africa, so.",fru,sad,sad,lost,lost,word,0.1772361174225807,0.1240652821958065,10 11,False,True,weak,success,"Yeah, I don't know where it was misplaced. I was coming from Africa, so.","The word 'misplaced' has a milder emotional intensity than 'lost,' suggesting temporary or minor dislocation rather than complete loss.",misplaced,True,True,strict_word_replace,strict_success
306,test,"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",ang,ang,ang,worth,worth,word,0.2540580630302429,0.17784064412117,18,False,True,weak,success,"That's all you can offer me? I mean, my the stuff in there is equal way more than fifty dollar.",Replacing 'worth' with 'equal' neutralizes the emotional weight of the statement without altering the sentence structure.,equal,True,True,strict_word_replace,strict_success
309,test,I don't know I don't know what I'm going to do.  I don't know how to-,fru,sad,sad,how,how,word,0.2846435010433197,0.1992504507303237,21,False,True,weak,success,I don't know I don't know what I'm going to do. I don't know where to-,"Replacing 'how' with 'where' reduces the emotional introspection and uncertainty conveyed, making the phrase more neutral.",where,True,True,strict_word_replace,strict_success
310,test,And then the manager came in and found us rolling around on the floor biting and scratching like panthers.,exc,hap,hap,panthers,panthers,word,0.3873745650053024,0.2711621955037117,19 20 21,False,True,weak,success,And then the manager came in and found us rolling around on the floor biting and scratching like children.,"Replacing 'panthers' with 'children' weakens the intensity while keeping the playful, chaotic imagery, thus maintaining a less intense emotional context.",children,True,True,strict_word_replace,strict_success
311,test,"Well, everything.  I'll do temping, you know, office work.  You know, whatever to pay the bills.  You know, I'll do anything.",fru,fru,fru,bills,bills,word,0.3380250968039036,0.2366175677627325,26 27,False,True,weak,success,"Well, everything.  I'll do temping, you know, office work.  You know, whatever to pay the expenses.  You know, I'll do anything.","Replacing 'bills' with 'expenses' maintains the original sentiment but reduces the urgency or financial pressure associated with paying 'bills,' offering a more neutral expression.",expenses,True,True,strict_word_replace,strict_success
312,test,"What if you do kids parties? oh, come on.",neu,hap,hap,parties,parties,word,0.2332573980093002,0.1632801786065101,6 7,False,True,weak,success,"What if you do kids events? oh, come on.",Replacing 'parties' with 'events' maintains the context but with less emotional intensity.,events,True,True,strict_word_replace,strict_success
315,test,I would rather not remember some things.  I'd rather not hope for something.,sad,sad,sad,remember,remember,word,0.4977334439754486,0.4977334439754486,5,False,True,weak,success,I would rather not recall some things.  I'd rather not hope for something.,"The term 'recall' is less emotionally charged than 'remember,' making it a suitable choice for a weak intervention that reduces emotional intensity without reversing it completely.",recall,True,True,strict_word_replace,strict_success
317,test,"I have no guarantee, absolutely not.",fru,neu,neu,guarantee,guarantee,word,0.5693284571170807,0.3985299199819564,4 5,False,True,weak,success,"I have no assurance, absolutely not.","The word 'assurance' is a milder and more neutral alternative to 'guarantee,' reducing the emotional intensity of certainty and security associated with the pivot word.",assurance,True,True,strict_word_replace,strict_success
318,test,"Because you can't feel like that anymore, Chris.  Because everything you have, you have a right to, me included.",sad,sad,sad,feel,feel,word,0.5660808086395264,0.3962565660476684,5,False,True,weak,success,"Because you can't think like that anymore, Chris. Because everything you have, you have a right to, me included.","Replacing 'feel' with 'think' reduces the emotional intensity of the statement, as thinking is more neutral compared to feeling.",think,True,True,strict_word_replace,strict_success
320,test,"Well, no one even told me about that.  Like, why would I think to buy insurance?  I was- It's like a three hour flight.",fru,fru,fru,insurance,insurance,word,0.3380580320954323,0.2366406224668026,20 21,False,False,weak,success,"Well, no one even told me about that. Like, why would I think to buy cover? I was- It's like a three hour flight.","Replacing 'insurance' with 'cover' makes the term less formal and emotionally charged, creating a milder impression without altering the original context.",cover,True,True,strict_word_replace,strict_success
321,test,"Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.",fru,neu,neu,obviously,obviously,word,0.412091925740242,0.412091925740242,3 4,False,True,weak,success,"Well, evidently, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.","The word 'evidently' carries a recognition of observation or fact without the strong emotional confidence of 'obviously,' which mildly reduces the emotional intensity without reversing it.",evidently,True,True,strict_word_replace,strict_success
323,test,I have been a good son for too long.  A good sucker.  I'm through with it.,ang,ang,ang,sucker,sucker,word,0.7973634973168373,0.558154448121786,14 15,False,True,weak,success,I have been a good son for too long. A good pushover. I'm through with it.,The word 'pushover' maintains a sense of being taken advantage of but is less harsh than 'sucker.',pushover,True,True,strict_word_replace,strict_success
324,test,"All right, then, Mom.",fru,fru,fru,mom,mom,word,0.3154059201478958,0.220784144103527,6 7,False,True,weak,success,"All right, then, Angela.",Replacing 'Mom' with 'Angela' maintains the familiarity and recognition but reduces the emotional intensity typically associated with referencing a parent.,angela,True,True,strict_word_replace,strict_success
325,test,Can we for real live together?,exc,hap,hap,live,live,word,0.5250349044799805,0.5250349044799805,5,False,True,weak,success,Can we for real stay together?,"""Stay"" is less intense and emotional than ""live,"" offering a milder suggestion of the same idea.",stay,True,True,strict_word_replace,strict_success
326,test,"Well, could you tell me if it's been confiscated then.",fru,neu,neu,tell,tell,word,0.0790555104613304,0.0553388573229312,5,False,True,weak,success,"Well, could you ask me if it's been confiscated then.","Replacing 'tell' with 'ask' makes the request less direct and demanding, thereby weakening the emotional intensity.",ask,True,True,strict_word_replace,strict_success
327,test,what to hell with that!,ang,ang,ang,hell,hell,word,0.955166757106781,0.6686167299747466,3,False,True,weak,success,what to heck with that!,"The replacement 'heck' is a milder expression than 'hell,' retaining a similar emotional tone but with less intensity.",heck,True,True,strict_word_replace,strict_success
328,test,It's hard to say good-bye.,sad,sad,sad,hard,hard,word,0.6862467527389526,0.4803727269172668,3,False,True,weak,success,It's difficult to say good-bye.,"The word 'difficult' maintains the mild emotional intensity of 'hard' without strongly reversing the sentiment, making it a suitable weaker intervention.",difficult,True,True,strict_word_replace,strict_success
329,test,Horrible thing.  I hated it.,exc,sad,sad,hated,hated,word,0.2787009477615356,0.2787009477615356,7,False,True,weak,success,Horrible thing. I disliked it.,"The replacement word 'disliked' is milder in emotional intensity than 'hated,' which weakens the negativity while maintaining the critical sentiment.",disliked,True,True,strict_word_replace,strict_success
330,test,I thought you wanted to see it.,fru,fru,fru,thought,thought,word,0.8010892868041992,0.5607625007629394,2,False,True,weak,success,I understood you wanted to see it.,Replacing 'thought' with 'understood' weakens the emotional intensity by shifting from an assumption or belief to a more neutral comprehension.,understood,True,True,strict_word_replace,strict_success
331,test,But that- so we are really used to each other. We took the time apart and now we're going to get back together.  We're going to move in soon.,hap,hap,hap,move,move,word,0.6261845231056213,0.4383291661739349,33,False,True,weak,success,But that- so we are really used to each other. We took the time apart and now we're going to get back together. We're going to live in soon.,"The word 'live' is less emotionally intense than 'move,' providing a more neutral description of the action without altering the overall intention of the original utterance.",live,True,True,strict_word_replace,strict_success
332,test,He was out here when it broke.,sad,neu,neu,broke,broke,word,0.3071638792753219,0.2150147154927253,7 8,False,True,weak,success,He was out here when it stopped.,Replacing 'broke' with 'stopped' reduces the emotional intensity by making the event sound less catastrophic and more routine or mild.,stopped,True,True,strict_word_replace,strict_success
334,test,"Uh- Actually, I don't know that that's legal. Um- it is the issue",neu,neu,neu,issue,issue,word,0.2480677217245102,0.1736474052071571,19,False,True,weak,success,"Uh- Actually, I don't know that that's legal. Um- it is the concern","The word 'concern' is milder and less emotional than 'issue,' weakening the intensity without reversing the sentiment.",concern,True,True,strict_word_replace,strict_success
336,test,"That would be wonderful, that would be great seriously.",hap,hap,hap,seriously,seriously,word,0.1536907069385051,0.1536907069385051,10 11,False,True,weak,success,"That would be wonderful, that would be great actually.","The word 'actually' provides a milder and more neutral emotional intensity than 'seriously,' aligning with the goal of a weak intervention.",actually,True,True,strict_word_replace,strict_success
339,test,"So, did you see much of Peter Burden after the divorce?",neu,ang,ang,burden,burden,word,0.5128146409988403,0.3589702486991882,9 10,False,True,weak,success,"So, did you see much of Peter Presence after the divorce?","The term 'presence' is less emotionally charged than 'burden,' thereby softening the emotional intensity while maintaining the original meaning.",presence,True,True,strict_word_replace,strict_success
340,test,Do you still feel like that?,sad,sad,sad,feel,feel,word,0.6406667232513428,0.4484667062759399,4,False,True,weak,success,Do you still think like that?,"Replacing 'feel' with 'think' weakens the emotional intensity, shifting from an emotional to a cognitive inquiry.",think,True,True,strict_word_replace,strict_success
341,test,Only a trivial little broach.,neu,ang,ang,trivial,trivial,word,0.5311659574508667,0.5311659574508667,3,False,True,weak,success,Only a small little broach.,"The word 'small' is less emotionally charged than 'trivial,' making the statement milder while maintaining the original meaning and sentence structure.",small,True,True,strict_word_replace,strict_success
343,test,"Pass up what?  Its little fish, one month on the beach and they flop around and they swim away and then they die.",fru,ang,ang,beach,beach,word,0.3333847820758819,0.2333693474531173,14,False,True,weak,success,"Pass up what?  Its little fish, one month on the shore and they flop around and they swim away and then they die.","Replacing ""beach"" with ""shore"" reduces the emotional intensity associated with recreational or idyllic imagery, making it more neutral while preserving the overall meaning of the sentence.",shore,True,True,strict_word_replace,strict_success
345,test,"Right, well can you get on the computer maybe and like track it down and see when it's going to get here?",fru,fru,fru,computer,computer,word,0.2730275988578796,0.1911193192005157,9,False,True,weak,success,"Right, well can you get on the device maybe and like track it down and see when it's going to get here?","The word 'device' is more neutral and less specific than 'computer,' thus mildly reducing the emotional and technical precision.",device,True,True,strict_word_replace,strict_success
346,test,"Wow.  You know I was thinking about changing internet providers, but but that- that really is enough to change my mind.",hap,hap,hap,wow,wow,word,0.8768929578363895,0.6138250704854726,1 2,False,True,weak,success,"Hmm. You know I was thinking about changing internet providers, but but that- that really is enough to change my mind.","The word 'hmm' is a milder expression that conveys a thoughtful or considering tone, reducing the intensity without reversing the intent of surprise or impact.",hmm,True,True,strict_word_replace,strict_success
347,test,Are you going to start right away?,neu,neu,neu,start,start,word,0.4557149410247803,0.3190004587173461,5,False,False,weak,success,Are you going to begin right away?,"The word 'begin' is a milder and more neutral synonym for 'start,' reducing the urgency slightly without altering the emotional polarity.",begin,True,True,strict_word_replace,strict_success
349,test,"Yeah, I always think so, but I- I just feel like it's a lot of lip service everywhere I go.",fru,fru,fru,feel,feel,word,0.3508650958538055,0.2456055670976638,13,False,True,weak,success,"Yeah, I always think so, but I- I just think like it's a lot of lip service everywhere I go.","Replacing 'feel' with 'think' reduces emotional intensity, making the statement less about internalized emotion and more about a cognitive assessment.",think,True,True,strict_word_replace,strict_success
350,test,We didn't see them the first time either.,fru,fru,fru,first,first,word,0.2034893035888672,0.142442512512207,7,False,True,weak,success,We didn't see them the earlier time either.,"Replacing 'first' with 'earlier' reduces the emotional emphasis on 'first time,' making it a more neutral statement without reversing the emotion.",earlier,True,True,strict_word_replace,strict_success
351,test,You don't want to think like that.,ang,ang,ang,think,think,word,0.5855424404144287,0.4098797082901,6,False,True,weak,success,You don't want to wonder like that.,"Replacing 'think' with 'wonder' softens the intensity of reflecting or contemplating deeply, making it more neutral or casual.",wonder,True,True,strict_word_replace,strict_success
353,test,"Well, so, what do you think?",exc,hap,hap,think,think,word,0.4536835253238678,0.3175784677267074,8 9,False,True,weak,success,"Well, so, what do you feel?","Replacing 'think' with 'feel' weakens the emotional intensity by shifting from a potentially critical cognitive evaluation to a more general emotional inquiry, thus making the question milder.",feel,True,True,strict_word_replace,strict_success
355,test,"Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow.",neu,neu,neu,tomorrow,tomorrow,word,0.1371506080031395,0.0960054256021976,26 27,False,True,weak,success,"Well, just don't give up. And there's- you know, You never know, something might be around the corner soon.","Replacing ""tomorrow"" with ""soon"" slightly reduces the immediacy and certainty of the expectation, weakening the emotional tension.",soon,True,True,strict_word_replace,strict_success
357,test,Maybe if you are with somebody else too?,sad,sad,sad,else,else,word,0.1639717072248459,0.1147801950573921,7,False,True,weak,success,Maybe if you are with somebody around too?,Replacing 'else' with 'around' softens the implication of being with a different person and makes it less emotionally charged.,around,True,True,strict_word_replace,strict_success
358,test,"You are a vile tempered, wicked living, evil little beast.  And I hope I never set eyes on you ever again.",ang,ang,ang,tempered,tempered,word,0.4325500279664993,0.4325500279664993,5 6,False,True,weak,success,"You are a vile irritable, wicked living, evil little beast. And I hope I never set eyes on you ever again.","The word 'irritable' reduces the intensity of the emotional expression from 'vile tempered,' providing a milder connotation without completely reversing the emotion conveyed by the original sentence.",irritable,True,True,strict_word_replace,strict_success
359,test,I think infantry.  I'm not sure.,sad,neu,neu,infantry,infantry,word,0.2729313941672444,0.1910519759170711,3 4,False,True,weak,success,I think infantrymen. I'm not sure.,"The word 'infantrymen' is more specific and has a slightly less intense emotional impact than 'infantry', which might suggest a larger and more abstract concept. This weakens the original emotion slightly without reversing it.",infantrymen,True,True,strict_word_replace,strict_success
362,test,"Oh, that reply has broken my heart.",ang,hap,hap,reply,reply,word,0.7522810697555542,0.7522810697555542,4,False,True,weak,success,"Oh, that statement has broken my heart.","Replacing 'reply' with 'statement' weakens the personal and emotional intensity of the interaction, making it more formal and less direct.",statement,True,True,strict_word_replace,strict_success
364,test,"Oh, so it isn't just my business?",ang,ang,ang,business,business,word,0.3064343780279159,0.2145040646195411,9 10,False,False,weak,success,"Oh, so it isn't just my concern?","The word 'concern' is less emotionally intense than 'business,' maintaining a more neutral tone while retaining the original meaning of the sentence.",concern,True,True,strict_word_replace,strict_success
366,test,"From your father's point of view he's not dead and she's still his girl.  Now, you can go on from there if you know where to go, Chris, but I don't know.  So what can I do for you?",ang,fru,fru,father,father,word,0.2402476891875267,0.1681733824312686,3 4,False,False,weak,success,"From your parent's point of view he's not dead and she's still his girl. Now, you can go on from there if you know where to go, Chris, but I don't know. So what can I do for you?","Replaced 'father' with 'parent' to reduce emotional intensity, making it more neutral and general, without altering the original sentiment entirely.",parent,True,True,strict_word_replace,strict_success
367,test,Yeah.  We were.  Pretty close.,sad,sad,sad,close,close,word,1.1249932050704956,0.7874952435493469,9 10,False,True,weak,success,Yeah. We were. Pretty near.,"Replacing 'close' with 'near' keeps the proximity context but with less emotional intensity, thus making it more neutral and mild.",near,True,True,strict_word_replace,strict_success
369,test,"I'll get out.  I'll go get married and live someplace else.  I don't know, maybe New York.",ang,sad,sad,live,live,word,0.6380130648612976,0.6380130648612976,13,False,True,weak,success,"I'll get out. I'll go get married and stay someplace else. I don't know, maybe New York.","The word 'stay' was chosen to replace 'live' to reduce the emotional intensity of permanent settlement implied in 'live'. 'Stay' suggests a more temporary arrangement, thus weakening the emotional commitment associated with 'live'.",stay,True,True,strict_word_replace,strict_success
370,test,"Okay. Um-  Well, I don't know.  And it consistently happens every two weeks?",neu,neu,neu,every,every,word,0.0394288711249828,0.0276002097874879,18,False,True,weak,success,"Okay. Um-  Well, I don't know.  And it consistently happens often two weeks?","Replacing 'every' with 'often' weakens the certainty of the recurrence, thus reducing emotional intensity without reversing it.",often,True,True,minimal_context_edit,strict_success
372,test,"No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",neu,sad,sad,tough,tough,word,0.1133485436439514,0.0793439805507659,14,False,True,weak,success,"No, I understand. I mean. It's got to be challenging all those sentimental things, but um- this is all I can do for you.","The word 'challenging' is less intense than 'tough,' which weakens the emotional impact without reversing it.",challenging,True,True,strict_word_replace,strict_success
373,test,And I guess that included you.,sad,sad,sad,included,included,word,0.7666152119636536,0.7666152119636536,5,False,True,weak,success,And I guess that considered you.,"The replacement word 'considered' is more neutral and less emotionally intense than 'included', without reversing the underlying sentiment.",considered,True,True,strict_word_replace,strict_success
375,test,"Oh, Then you had a whole weekend of camping?",hap,ang,ang,weekend,weekend,word,0.1340374648571014,0.093826225399971,8,False,False,weak,success,"Oh, Then you had a whole trip of camping?","Replacing 'weekend' with 'trip' lowers the emotional significance because a trip can vary in length and isn't specifically tied to weekends, thus slightly weakening the specialness of a weekend camping trip without reversing the emotion.",trip,True,True,strict_word_replace,strict_success
376,test,"You- You can ask her if you want, but she's busy and she probably won't answer you.",fru,neu,neu,probably,probably,word,0.727148711681366,0.727148711681366,17,False,True,weak,success,"You- You can ask her if you want, but she's busy and she possibly won't answer you.","The word 'possibly' is less assertive than 'probably,' thereby reducing the emotional certainty of the prediction regarding her response.",possibly,True,True,strict_word_replace,strict_success
377,test,"Do they seem to like you? I mean, Can you get any read from them?",neu,neu,neu,seem,seem,word,0.1082556396722793,0.0757789477705955,3,False,True,weak,success,"Do they appear to like you? I mean, Can you get any read from them?","The word 'appear' is milder and more neutral than 'seem,' reducing emotional intensity while maintaining the original meaning.",appear,True,True,strict_word_replace,strict_success
378,test,Do you know how long it's gonna take me to start all over and fill out the new form?,fru,fru,fru,form,form,word,0.7065948396921158,0.494616387784481,20 21,False,True,weak,success,Do you know how long it's gonna take me to start all over and fill out the new document?,"Replacing 'form' with 'document' slightly lessens the emotional weight as 'document' is a more general, neutral term.",document,True,True,strict_word_replace,strict_success
383,test,This is no time of the year for Tunis.,ang,neu,neu,year,year,word,0.3872883021831512,0.2711018115282058,7,False,False,weak,success,This is no time of the season for Tunis.,Replaced 'year' with 'season' to maintain a milder emotional intensity without changing the sentiment.,season,True,True,strict_word_replace,strict_success
384,test,"Like Larry's brother.  Do it like you, Chris.  Chris, what's the matter?",hap,fru,fru,matter,matter,word,0.7839672267436981,0.5487770587205887,20 21,False,True,weak,success,"Like Larry's brother. Do it like you, Chris. Chris, what's the problem?","Replacing 'matter' with 'problem' reduces the emotional intensity slightly, as 'matter' can suggest something more significant or troubling, while 'problem' tends to be more neutral.",problem,True,True,strict_word_replace,strict_success
385,test,"Well, you're a considerate fella, there's nothing wrong in that",neu,neu,neu,wrong,wrong,word,0.5120334625244141,0.3584234237670898,14,False,True,weak,success,"Well, you're a considerate fella, there's nothing bad in that","The word 'bad' is a milder and more neutral alternative to 'wrong', reducing the emotional intensity.",bad,True,True,strict_word_replace,strict_success
386,test,"Yeah, I'm just going to miss him.",sad,sad,sad,miss,miss,word,0.3964628875255584,0.3964628875255584,8,False,True,weak,success,"Yeah, I'm just going to remember him.",The word 'remember' conveys a less intense emotional connection compared to 'miss' while still suggesting some degree of emotional sentiment.,remember,True,True,strict_word_replace,strict_success
387,test,"Thirty nine, yeah.  I can't believe it.  So you broke our pact. Thanks a lot.",exc,hap,hap,thanks,thanks,word,0.3487443327903747,0.2441210329532623,20,False,True,weak,success,"Thirty nine, yeah. I can't believe it. So you broke our pact. Appreciate a lot.","'Appreciate' is milder and more neutral compared to 'thanks', reducing the emotional intensity without reversing the sentiment completely.",appreciate,True,True,strict_word_replace,strict_success
388,test,Only last week a man turned up in Detroit missing longer than Larry.  You read it yourself.,fru,fru,fru,missing,missing,word,0.3268316388130188,0.3268316388130188,10,False,True,weak,success,Only last week a man turned up in Detroit absent longer than Larry. You read it yourself.,The word 'absent' is less emotionally intense than 'missing' and conveys a similar meaning in the context without strong emotions.,absent,True,True,strict_word_replace,strict_success
389,test,What would be the worst that would happen if they found you somewhere else?,neu,sad,sad,worst,worst,word,0.3798795342445373,0.2659156739711761,5,False,True,weak,success,What would be the bad that would happen if they found you somewhere else?,The replacement 'bad' is less intense than 'worst' but retains the original meaning of potential negative outcomes.,bad,True,True,strict_word_replace,strict_success
390,test,We didn't see them the first time either.,fru,fru,fru,first,first,word,0.2034893035888672,0.142442512512207,7,False,True,weak,success,We didn't see them the initial time either.,"Replaced ""first"" with ""initial"" to lessen emotional emphasis without altering the basic meaning of encountering them early in the sequence.",initial,True,True,strict_word_replace,strict_success
393,test,"Oh, This is very interesting.  We- we might get a splendid debate going about this intemperate tots.",fru,ang,ang,intemperate,intemperate,word,0.7307204604148865,0.5115043222904205,20 21 22,False,True,weak,success,"Oh, This is very interesting. We- we might get a splendid debate going about this energetic tots.","Replacing ""intemperate"" with ""energetic"" maintains a mild emotional intensity without reversing the sentiment as fully positive or negative.",energetic,True,True,strict_word_replace,strict_success
394,test,You always had a weak head.,neu,ang,ang,head,head,word,0.5485114902257919,0.3839580431580543,6 7,False,True,weak,success,You always had a weak mind.,"The word 'mind' is less emotionally intense than 'head', making it a milder critique while maintaining a similar meaning.",mind,True,True,strict_word_replace,strict_success
395,test,"Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-",fru,neu,neu,ma'am,ma'am,word,0.3162925876677036,0.2214048113673925,1 2 3 4,False,True,weak,success,"Madam, international flights are not cheap and there's many reasons for that. It does not have solely to do with your baggage or-","Replacing 'ma'am' with 'madam' offers a more neutral, formal term, maintaining respect while reducing emotional intensity.",madam,True,True,strict_word_replace,strict_success
399,test,"Last year you also remember, our shoes got wet and I got sand in my panties and we got into a big fight.  You had a sore throat and we did not see the grunions.",fru,ang,ang,fight,fight,word,0.4375790357589721,0.3063053250312805,24 25,False,True,weak,success,"Last year you also remember, our shoes got wet and I got sand in my panties and we got into a big argument. You had a sore throat and we did not see the grunions.","The word 'argument' is less intense and emotional than 'fight,' softening the negative emotion without reversing it.",argument,True,True,strict_word_replace,strict_success
400,test,"I don't know why it is but everytime I reach out for something I- that I want, I have to pull back because I might hurt somebody else.  My whole bloody life; time after time after time.",fru,fru,fru,reach,reach,word,0.2126920223236084,0.1488844156265258,12,False,True,weak,success,"I don't know why it is but everytime I look out for something I- that I want, I have to pull back because I might hurt somebody else. My whole bloody life; time after time after time.","The word 'look' is a milder term than 'reach,' which has a strong connotation of desire and action. This shift weakens the emotional intensity while keeping the original meaning close.",look,True,True,strict_word_replace,strict_success
401,test,"I know they have a really, really great program for what I want to do.",exc,hap,hap,program,program,word,0.3040311932563782,0.2128218352794647,10,False,True,weak,success,"I know they have a really, really great option for what I want to do.","Replacing 'program' with 'option' maintains the general meaning but lessens the emotional specificity and intensity, making it more neutral.",option,True,True,strict_word_replace,strict_success
402,test,"All- I'll write you everyday, all the time.  And I'll send you pictures and you send me pictures. I know We've got email out there.  We've got email and I can see stuff and you can send me stuff all the time.  Okay?",sad,sad,sad,everyday,everyday,word,0.7187770307064056,0.503143921494484,7 8,False,True,weak,success,"All- I'll write you often, all the time. And I'll send you pictures and you send me pictures. I know We've got email out there. We've got email and I can see stuff and you can send me stuff all the time. Okay?",Replaced 'everyday' with 'often' to slightly reduce the emotional intensity while keeping the original meaning and sentence structure.,often,True,True,strict_word_replace,strict_success
404,test,Yeah.  I'm so sorry.,sad,sad,sad,sorry,sorry,word,0.6453176662325859,0.4517223663628101,7 8,False,False,weak,success,Yeah. I'm so apologize.,The word 'apologize' maintains the apology tone but with less emotional weight than 'sorry'.,apologize,True,True,strict_word_replace,strict_success
405,test,Well sort of embarrassed soon as I came.,sad,sad,sad,embarrassed,embarrassed,word,0.0520927719771862,0.0520927719771862,4,False,True,weak,success,Well sort of awkward soon as I came.,"The word 'awkward' is a milder version of 'embarrassed,' reducing the emotional intensity without reversing the sentiment.",awkward,True,True,strict_word_replace,strict_success
407,test,You knew there was nothing in that.,neu,hap,hap,knew,knew,word,0.6925369501113892,0.4847758650779724,2,False,True,weak,success,You thought there was nothing in that.,"The replacement word 'thought' conveys a milder, less certain emotion compared to 'knew', which suggests confidence and certainty. This change weakens the emotional intensity without reversing it.",thought,True,True,strict_word_replace,strict_success
408,test,The business?  The business?  It doesn't inspire me?,ang,fru,fru,inspire,inspire,word,0.2027215510606765,0.1419050857424736,12,False,True,weak,success,The business? The business? It doesn't interest me?,The replacement word 'interest' is less emotionally intense than 'inspire.' It tones down the emotion without reversing the meaning.,interest,True,True,strict_word_replace,strict_success
410,test,"Wait a minute, I got it.",neu,neu,neu,wait,wait,word,0.4572952687740326,0.3201066881418228,1,False,True,weak,success,"Hold a minute, I got it.","The word 'hold' is less urgent and emotional than 'wait,' reducing the immediacy of the original statement while maintaining a similar meaning.",hold,True,True,strict_word_replace,strict_success
412,test,"[garbage], No, I didn't.  You worked the whole thing up in your jealous imagination.",fru,hap,hap,whole,whole,word,0.263058990240097,0.1841412931680679,15,False,True,weak,success,"[garbage], No, I didn't. You worked the full thing up in your jealous imagination.",Replacing 'whole' with 'full' maintains the completeness implied by the original word but suggests slightly less intensity.,full,True,True,strict_word_replace,strict_success
413,test,"Horrible thing, I hate it.",exc,hap,hap,hate,hate,word,0.6559893488883972,0.6559893488883972,6,False,True,weak,success,"Horrible thing, I dislike it.",Replaced 'hate' with 'dislike' to reduce the emotional intensity while maintaining a slightly negative sentiment.,dislike,True,True,strict_word_replace,strict_success
415,test,Well I don't know why you wouldn't believe that.,neu,hap,hap,wouldn't,wouldn't,word,0.7584026902914047,0.5308818832039832,8 9,False,True,weak,success,Well I don't know why you mightn't believe that.,"Replacing 'wouldn't' with 'mightn't' reduces the certainty or definitive stance, making the statement less emotionally charged.",mightn't,True,True,strict_word_replace,strict_success
